RespondentID,Country,Gender,Years_Of_Education,Anti-immigrant_Attitudes,Voted_Party
4292,Germany,female,11,2,SPD
4293,Germany,female,17,0,SPD
4294,Germany,male,7,7,AFD
4295,Germany,female,15,5,SPD
4296,Germany,female,18,10,TL
4297,Germany,female,13,5,CDU
4298,Germany,female,12,5,CDU
4299,Germany,female,15,2,SPD
4300,Germany,male,22,1,GREENS
4301,Germany,female,11,6,CDU
4302,Germany,female,12,5,SPD
4303,Germany,male,12,4,SPD
4304,Germany,male,13,3,GREENS
4305,Germany,female,17,1,GREENS
4306,Germany,male,14,3,SPD
4307,Germany,male,13,4,CDU
4308,Germany,male,16,0,TL
4309,Germany,female,5,0,SPD
4310,Germany,male,17,2,GREENS
4311,Germany,female,13,5,CDU
4312,Germany,male,12,5,SPD
4313,Germany,male,16,10,CDU
4314,Germany,male,12,5,CDU
4315,Germany,male,12,4,CDU
4316,Germany,male,10,10,FDP
4317,Germany,male,20,5,FDP
4318,Germany,male,13,2,CDU
4319,Germany,male,14,1,CDU
4320,Germany,male,14,5,TL
4321,Germany,male,15,4,SPD
4322,Germany,male,12,0,GREENS
4323,Germany,male,18,5,SPD
4324,Germany,male,16,5,TL
4325,Germany,male,12,6,SPD
4326,Germany,female,20,5,SPD
4327,Germany,female,13,7,GREENS
4328,Germany,female,11,6,SPD
4329,Germany,female,16,4,GREENS
4330,Germany,female,16,5,TL
4331,Germany,male,13,5,SPD
4332,Germany,female,15,10,CDU
4333,Germany,female,16,2,CDU
4334,Germany,female,12,5,GREENS
4335,Germany,female,15,5,GREENS
4336,Germany,female,14,6,SPD
4337,Germany,female,12,5,SPD
4338,Germany,female,14,2,CDU
4339,Germany,male,11,6,AFD
4340,Germany,female,16,3,GREENS
4341,Germany,male,13,5,AFD
4342,Germany,male,17,3,FDP
4343,Germany,male,16,6,SPD
4344,Germany,male,14,7,CDU
4345,Germany,male,17,3,GREENS
4346,Germany,male,16,8,AFD
4347,Germany,male,20,6,SPD
4348,Germany,female,20,4,FDP
4349,Germany,male,13,4,CDU
4350,Germany,male,14,5,CDU
4351,Germany,female,14,5,AFD
4352,Germany,male,17,5,SPD
4353,Germany,female,13,1,SPD
4354,Germany,male,11,5,SPD
4355,Germany,female,15,0,SPD
4356,Germany,female,16,5,GREENS
4357,Germany,male,12,4,FDP
4358,Germany,female,13,4,SPD
4359,Germany,female,13,1,GREENS
4360,Germany,female,18,9,SPD
4361,Germany,male,15,7,CDU
4362,Germany,female,14,5,TL
4363,Germany,female,11,5,SPD
4364,Germany,male,11,8,CDU
4365,Germany,male,13,1,SPD
4366,Germany,male,13,3,CDU
4367,Germany,female,19,3,GREENS
4368,Germany,male,13,7,SPD
4369,Germany,male,12,10,SPD
4370,Germany,male,13,10,AFD
4371,Germany,male,13,7,AFD
4372,Germany,male,15,5,SPD
4373,Germany,male,12,8,CDU
4374,Germany,female,12,3,GREENS
4375,Germany,female,19,4,CDU
4376,Germany,female,14,5,CDU
4377,Germany,male,16,5,SPD
4378,Germany,female,18,5,SPD
4379,Germany,male,12,5,SPD
4380,Germany,male,19,7,SPD
4381,Germany,male,20,2,CDU
4382,Germany,female,12,6,CDU
4383,Germany,female,12,3,CDU
4384,Germany,female,17,2,SPD
4385,Germany,female,3,4,SPD
4386,Germany,female,15,5,SPD
4387,Germany,male,15,5,SPD
4388,Germany,female,10,3,TL
4389,Germany,female,11,5,AFD
4390,Germany,female,15,8,SPD
4391,Germany,male,10,1,TL
4392,Germany,female,16,4,GREENS
4393,Germany,female,18,2,SPD
4394,Germany,male,22,4,CDU
4395,Germany,female,18,7,GREENS
4396,Germany,male,15,5,SPD
4397,Germany,female,17,7,CDU
4398,Germany,female,18,1,SPD
4399,Germany,male,14,2,TL
4400,Germany,male,9,5,CDU
4401,Germany,female,13,5,SPD
4402,Germany,female,18,8,SPD
4403,Germany,male,20,5,GREENS
4404,Germany,female,12,10,FDP
4405,Germany,female,15,5,SPD
4406,Germany,female,9,7,FDP
4407,Germany,female,17,3,CDU
4408,Germany,female,18,5,CDU
4409,Germany,female,18,3,SPD
4410,Germany,female,5,5,CDU
4411,Germany,female,11,5,SPD
4412,Germany,female,12,1,GREENS
4413,Germany,male,16,2,SPD
4414,Germany,male,13,5,FDP
4415,Germany,male,22,10,AFD
4416,Germany,male,13,10,AFD
4417,Germany,female,8,3,CDU
4418,Germany,male,17,3,GREENS
4419,Germany,female,12,5,CDU
4420,Germany,male,17,7,CDU
4421,Germany,female,10,4,FDP
4422,Germany,male,15,2,TL
4423,Germany,male,15,6,FDP
4424,Germany,female,13,5,SPD
4425,Germany,male,12,5,TL
4426,Germany,male,14,8,CDU
4427,Germany,male,23,2,GREENS
4428,Germany,male,20,7,AFD
4429,Germany,male,23,5,SPD
4430,Germany,female,13,5,SPD
4431,Germany,female,13,4,SPD
4432,Germany,female,16,0,SPD
4433,Germany,male,14,3,FDP
4434,Germany,male,19,2,SPD
4435,Germany,male,16,5,SPD
4436,Germany,female,12,3,CDU
4437,Germany,male,15,6,CDU
4438,Germany,male,14,10,SPD
4439,Germany,female,10,6,SPD
4440,Germany,male,18,4,SPD
4441,Germany,female,18,5,SPD
4442,Germany,female,12,5,SPD
4443,Germany,male,18,1,GREENS
4444,Germany,female,17,3,SPD
4445,Germany,male,17,9,FDP
4446,Germany,female,11,7,SPD
4447,Germany,female,11,5,SPD
4448,Germany,female,12,7,CDU
4449,Germany,female,16,3,GREENS
4450,Germany,female,3,7,SPD
4451,Germany,female,13,10,AFD
4452,Germany,male,17,5,SPD
4453,Germany,male,12,7,TL
4454,Germany,male,23,5,CDU
4455,Germany,male,18,4,CDU
4456,Germany,male,11,3,CDU
4457,Germany,female,11,5,FDP
4458,Germany,female,13,10,AFD
4459,Germany,male,3,7,SPD
4460,Germany,female,18,3,CDU
4461,Germany,female,17,4,GREENS
4462,Germany,female,15,5,CDU
4463,Germany,female,13,6,CDU
4464,Germany,male,14,3,FDP
4465,Germany,male,12,3,SPD
4466,Germany,male,17,5,CDU
4467,Germany,male,10,7,SPD
4468,Germany,female,12,5,SPD
4469,Germany,female,17,8,CDU
4470,Germany,female,13,6,SPD
4471,Germany,female,17,8,SPD
4472,Germany,male,15,10,SPD
4473,Germany,male,21,2,CDU
4474,Germany,male,13,10,CDU
4475,Germany,female,13,2,SPD
4476,Germany,male,15,3,FDP
4477,Germany,female,11,1,SPD
4478,Germany,female,19,5,CDU
4479,Germany,female,15,7,SPD
4480,Germany,male,10,8,SPD
4481,Germany,female,18,7,FDP
4482,Germany,female,14,6,FDP
4483,Germany,female,11,5,SPD
4484,Germany,male,13,4,SPD
4485,Germany,male,14,5,CDU
4486,Germany,male,14,10,CDU
4487,Germany,female,17,5,CDU
4488,Germany,male,15,3,GREENS
4489,Germany,male,15,6,FDP
4490,Germany,female,16,4,GREENS
4491,Germany,male,13,7,CDU
4492,Germany,female,11,5,CDU
4493,Germany,female,18,5,CDU
4494,Germany,female,15,6,GREENS
4495,Germany,male,15,2,TL
4496,Germany,male,15,6,FDP
4497,Germany,female,17,1,GREENS
4498,Germany,female,24,2,SPD
4499,Germany,male,14,7,SPD
4500,Germany,male,23,7,SPD
4501,Germany,female,9,4,CDU
4502,Germany,female,16,3,SPD
4503,Germany,male,14,5,CDU
4504,Germany,female,8,4,SPD
4505,Germany,male,21,5,GREENS
4506,Germany,female,13,5,SPD
4507,Germany,female,13,4,SPD
4508,Germany,female,10,6,SPD
4509,Germany,male,13,10,AFD
4510,Germany,male,17,0,SPD
4511,Germany,male,14,3,CDU
4512,Germany,male,15,6,GREENS
4513,Germany,male,12,5,CDU
4514,Germany,female,15,5,SPD
4515,Germany,male,13,5,SPD
4516,Germany,female,15,2,CDU
4517,Germany,male,12,2,SPD
4518,Germany,female,13,7,TL
4519,Germany,male,10,5,SPD
4520,Germany,male,18,10,CDU
4521,Germany,male,18,0,GREENS
4522,Germany,female,14,6,SPD
4523,Germany,male,11,10,CDU
4524,Germany,male,16,7,CDU
4525,Germany,female,13,0,GREENS
4526,Germany,male,13,10,FDP
4527,Germany,male,21,5,CDU
4528,Germany,male,21,4,TL
4529,Germany,female,17,4,GREENS
4530,Germany,male,19,2,GREENS
4531,Germany,female,12,9,FDP
4532,Germany,male,12,5,FDP
4533,Germany,female,20,0,GREENS
4534,Germany,male,13,6,CDU
4535,Germany,female,15,7,FDP
4536,Germany,male,15,5,CDU
4537,Germany,female,13,9,CDU
4538,Germany,female,11,9,TL
4539,Germany,male,12,6,SPD
4540,Germany,male,15,6,SPD
4541,Germany,female,10,10,GREENS
4542,Germany,female,6,0,TL
4543,Germany,female,15,9,CDU
4544,Germany,male,20,5,CDU
4545,Germany,male,13,5,GREENS
4546,Germany,female,13,1,GREENS
4547,Germany,female,13,0,GREENS
4548,Germany,female,14,5,FDP
4549,Germany,male,10,3,SPD
4550,Germany,male,17,4,GREENS
4551,Germany,female,15,10,GREENS
4552,Germany,male,15,4,CDU
4553,Germany,male,13,5,SPD
4554,Germany,female,10,3,GREENS
4555,Germany,female,19,4,GREENS
4556,Germany,female,14,8,AFD
4557,Germany,female,9,5,TL
4558,Germany,male,8,6,CDU
4559,Germany,female,12,5,CDU
4560,Germany,male,12,5,CDU
4561,Germany,female,19,0,GREENS
4562,Germany,female,13,6,SPD
4563,Germany,female,14,6,CDU
4564,Germany,male,11,5,GREENS
4565,Germany,female,13,10,FDP
4566,Germany,male,12,5,CDU
4567,Germany,female,14,5,SPD
4568,Germany,male,16,3,GREENS
4569,Germany,male,17,3,CDU
4570,Germany,male,14,4,SPD
4571,Germany,female,13,4,GREENS
4572,Germany,female,12,6,CDU
4573,Germany,male,20,5,CDU
4574,Germany,male,15,5,SPD
4575,Germany,male,13,5,GREENS
4576,Germany,female,12,0,GREENS
4577,Germany,female,17,6,CDU
4578,Germany,female,10,10,SPD
4579,Germany,male,11,8,CDU
4580,Germany,male,13,4,CDU
4581,Germany,female,12,2,GREENS
4582,Germany,male,15,5,SPD
4583,Germany,female,3,8,SPD
4584,Germany,female,18,5,SPD
4585,Germany,female,11,5,SPD
4586,Germany,male,22,2,TL
4587,Germany,male,15,5,SPD
4588,Germany,male,15,1,CDU
4589,Germany,male,14,5,SPD
4590,Germany,female,14,8,SPD
4591,Germany,male,13,10,GREENS
4592,Germany,female,23,5,GREENS
4593,Germany,female,10,8,CDU
4594,Germany,male,12,5,SPD
4595,Germany,male,16,2,SPD
4596,Germany,male,21,3,SPD
4597,Germany,female,11,10,SPD
4598,Germany,male,16,5,CDU
4599,Germany,female,13,7,AFD
4600,Germany,male,12,2,CDU
4601,Germany,female,10,4,GREENS
4602,Germany,female,11,4,CDU
4603,Germany,female,16,3,GREENS
4604,Germany,female,23,4,GREENS
4605,Germany,female,13,5,SPD
4606,Germany,male,14,8,FDP
4607,Germany,female,10,7,AFD
4608,Germany,male,14,2,CDU
4609,Germany,female,16,2,SPD
4610,Germany,male,21,0,FDP
4611,Germany,female,11,5,CDU
4612,Germany,female,17,5,GREENS
4613,Germany,male,12,8,SPD
4614,Germany,male,14,3,SPD
4615,Germany,male,12,5,SPD
4616,Germany,male,18,0,GREENS
4617,Germany,male,13,9,CDU
4618,Germany,male,20,3,FDP
4619,Germany,female,14,6,TL
4620,Germany,female,18,1,GREENS
4621,Germany,female,11,5,CDU
4622,Germany,female,12,2,CDU
4623,Germany,female,15,5,SPD
4624,Germany,male,15,7,SPD
4625,Germany,male,11,1,CDU
4626,Germany,female,13,5,SPD
4627,Germany,male,13,10,CDU
4628,Germany,male,11,6,CDU
4629,Germany,male,12,7,SPD
4630,Germany,male,14,2,GREENS
4631,Germany,female,13,5,FDP
4632,Germany,female,11,3,SPD
4633,Germany,male,12,10,AFD
4634,Germany,male,12,7,FDP
4635,Germany,male,18,6,GREENS
4636,Germany,male,14,1,CDU
4637,Germany,male,15,5,CDU
4638,Germany,male,18,2,TL
4639,Germany,female,18,4,SPD
4640,Germany,female,14,3,SPD
4641,Germany,female,20,5,GREENS
4642,Germany,male,14,5,SPD
4643,Germany,male,19,0,GREENS
4644,Germany,male,16,2,SPD
4645,Germany,male,19,1,GREENS
4646,Germany,male,18,5,GREENS
4647,Germany,female,25,2,TL
4648,Germany,male,12,0,SPD
4649,Germany,female,8,2,SPD
4650,Germany,male,22,2,CDU
4651,Germany,male,20,4,CDU
4652,Germany,male,12,5,SPD
4653,Germany,male,20,2,SPD
4654,Germany,female,12,9,CDU
4655,Germany,male,15,5,FDP
4656,Germany,male,21,5,CDU
4657,Germany,female,13,7,CDU
4658,Germany,female,16,4,SPD
4659,Germany,female,16,7,GREENS
4660,Germany,male,11,8,SPD
4661,Germany,female,13,5,SPD
4662,Germany,female,24,2,GREENS
4663,Germany,male,15,4,GREENS
4664,Germany,female,13,3,GREENS
4665,Germany,female,19,2,GREENS
4666,Germany,female,18,2,GREENS
4667,Germany,female,12,5,CDU
4668,Germany,male,15,3,SPD
4669,Germany,female,20,5,GREENS
4670,Germany,male,22,3,GREENS
4671,Germany,male,11,6,TL
4672,Germany,female,12,4,CDU
4673,Germany,female,11,7,CDU
4674,Germany,female,17,7,SPD
4675,Germany,male,17,3,CDU
4676,Germany,male,19,2,GREENS
4677,Germany,male,12,5,SPD
4678,Germany,female,20,2,TL
4679,Germany,female,12,4,CDU
4680,Germany,female,12,10,SPD
4681,Germany,female,3,5,CDU
4682,Germany,male,14,7,CDU
4683,Germany,female,15,5,SPD
4684,Germany,male,11,7,SPD
4685,Germany,male,17,5,CDU
4686,Germany,male,20,5,GREENS
4687,Germany,female,13,2,TL
4688,Germany,female,11,5,FDP
4689,Germany,male,18,5,TL
4690,Germany,female,16,4,GREENS
4691,Germany,male,17,2,CDU
4692,Germany,male,13,2,GREENS
4693,Germany,female,20,0,GREENS
4694,Germany,male,12,4,CDU
4695,Germany,female,11,5,SPD
4696,Germany,male,11,10,CDU
4697,Germany,female,11,5,CDU
4698,Germany,male,12,5,FDP
4699,Germany,male,18,3,SPD
4700,Germany,male,16,5,CDU
4701,Germany,male,15,5,AFD
4702,Germany,male,24,0,GREENS
4703,Germany,male,10,0,CDU
4704,Germany,female,12,3,GREENS
4705,Germany,male,13,6,CDU
4706,Germany,male,12,2,SPD
4707,Germany,male,19,8,AFD
4708,Germany,female,12,3,SPD
4709,Germany,male,19,0,FDP
4710,Germany,male,12,4,FDP
4711,Germany,female,14,3,CDU
4712,Germany,male,14,7,SPD
4713,Germany,female,18,0,SPD
4714,Germany,female,20,5,GREENS
4715,Germany,female,12,10,GREENS
4716,Germany,female,13,2,CDU
4717,Germany,female,11,10,CDU
4718,Germany,male,15,4,SPD
4719,Germany,female,17,5,SPD
4720,Germany,female,12,3,GREENS
4721,Germany,female,13,2,GREENS
4722,Germany,female,11,7,CDU
4723,Germany,male,13,7,CDU
4724,Germany,female,15,5,FDP
4725,Germany,male,15,3,FDP
4726,Germany,female,12,5,GREENS
4727,Germany,male,12,2,SPD
4728,Germany,male,15,2,FDP
4729,Germany,male,16,1,FDP
4730,Germany,male,16,5,GREENS
4731,Germany,male,16,2,GREENS
4732,Germany,female,12,3,CDU
4733,Germany,female,9,6,SPD
4734,Germany,male,18,5,CDU
4735,Germany,female,15,5,CDU
4736,Germany,female,19,2,CDU
4737,Germany,female,12,5,CDU
4738,Germany,female,16,7,CDU
4739,Germany,female,14,6,SPD
4740,Germany,female,14,2,SPD
4741,Germany,male,15,5,FDP
4742,Germany,female,14,7,SPD
4743,Germany,female,15,8,FDP
4744,Germany,female,11,3,GREENS
4745,Germany,female,15,10,AFD
4746,Germany,female,16,4,SPD
4747,Germany,female,16,5,SPD
4748,Germany,male,14,0,SPD
4749,Germany,female,17,7,FDP
4750,Germany,male,13,6,CDU
4751,Germany,male,13,7,SPD
4752,Germany,female,13,5,CDU
4753,Germany,female,21,3,GREENS
4754,Germany,male,17,10,AFD
4755,Germany,female,14,1,SPD
4756,Germany,male,13,6,CDU
4757,Germany,female,15,1,SPD
4758,Germany,female,13,5,SPD
4759,Germany,male,15,6,CDU
4760,Germany,male,17,5,CDU
4761,Germany,female,12,10,SPD
4762,Germany,female,12,2,GREENS
4763,Germany,female,14,10,AFD
4764,Germany,male,19,3,GREENS
4765,Germany,female,13,5,SPD
4766,Germany,male,9,8,SPD
4767,Germany,male,12,8,CDU
4768,Germany,male,6,5,GREENS
4769,Germany,female,13,4,FDP
4770,Germany,female,12,0,TL
4771,Germany,female,12,5,GREENS
4772,Germany,male,16,4,GREENS
4773,Germany,female,18,5,CDU
4774,Germany,female,20,0,CDU
4775,Germany,female,12,10,CDU
4776,Germany,male,16,5,CDU
4777,Germany,male,13,2,GREENS
4778,Germany,female,14,10,SPD
4779,Germany,male,13,7,CDU
4780,Germany,male,11,10,SPD
4781,Germany,female,14,10,CDU
4782,Germany,female,13,0,CDU
4783,Germany,male,16,5,GREENS
4784,Germany,female,20,5,CDU
4785,Germany,male,12,6,SPD
4786,Germany,female,17,0,SPD
4787,Germany,female,18,2,GREENS
4788,Germany,female,11,5,SPD
4789,Germany,female,11,2,CDU
4790,Germany,female,12,5,GREENS
4791,Germany,female,13,4,GREENS
4792,Germany,male,13,7,AFD
4793,Germany,female,13,4,SPD
4794,Germany,female,17,4,TL
4795,Germany,female,17,4,GREENS
4796,Germany,female,15,7,GREENS
4797,Germany,male,17,2,CDU
4798,Germany,male,12,8,CDU
4799,Germany,female,20,5,GREENS
4800,Germany,female,16,2,GREENS
4801,Germany,male,18,4,SPD
4802,Germany,female,14,10,SPD
4803,Germany,male,11,8,CDU
4804,Germany,male,18,0,GREENS
4805,Germany,female,15,4,SPD
4806,Germany,female,10,8,SPD
4807,Germany,female,13,8,AFD
4808,Germany,female,14,5,CDU
4809,Germany,female,12,2,TL
4810,Germany,female,11,4,CDU
4811,Germany,male,13,8,AFD
4812,Germany,female,15,4,SPD
4813,Germany,female,18,5,GREENS
4814,Germany,male,23,7,FDP
4815,Germany,female,16,5,GREENS
4816,Germany,male,10,3,AFD
4817,Germany,male,13,5,AFD
4818,Germany,female,3,10,SPD
4819,Germany,male,17,7,CDU
4820,Germany,male,12,8,GREENS
4821,Germany,female,9,5,SPD
4822,Germany,female,16,4,SPD
4823,Germany,female,14,0,GREENS
4824,Germany,male,15,3,FDP
4825,Germany,female,16,5,SPD
4826,Germany,male,12,1,CDU
4827,Germany,male,15,10,CDU
4828,Germany,male,18,8,GREENS
4829,Germany,female,17,2,GREENS
4830,Germany,male,14,4,FDP
4831,Germany,male,15,5,TL
4832,Germany,male,13,7,FDP
4833,Germany,female,11,5,CDU
4834,Germany,male,18,5,GREENS
4835,Germany,female,18,8,CDU
4836,Germany,female,16,6,GREENS
4837,Germany,male,15,5,CDU
4838,Germany,female,20,6,SPD
4839,Germany,female,18,2,SPD
4840,Germany,male,16,4,GREENS
4841,Germany,female,14,2,SPD
4842,Germany,male,18,5,CDU
4843,Germany,female,12,3,SPD
4844,Germany,male,13,3,SPD
4845,Germany,female,5,0,GREENS
4846,Germany,female,13,10,FDP
4847,Germany,female,21,7,TL
4848,Germany,male,11,5,SPD
4849,Germany,male,12,7,CDU
4850,Germany,female,17,2,SPD
4851,Germany,female,12,0,TL
4852,Germany,female,12,9,SPD
4853,Germany,male,21,8,CDU
4854,Germany,female,13,7,CDU
4855,Germany,male,19,4,SPD
4856,Germany,male,16,5,TL
4857,Germany,male,12,0,SPD
4858,Germany,female,13,7,SPD
4859,Germany,female,11,7,SPD
4860,Germany,male,13,4,FDP
4861,Germany,female,20,5,CDU
4862,Germany,female,23,2,GREENS
4863,Germany,female,16,2,GREENS
4864,Germany,male,16,5,TL
4865,Germany,male,14,6,CDU
4866,Germany,female,17,6,GREENS
4867,Germany,male,13,5,CDU
4868,Germany,female,14,10,FDP
4869,Germany,male,13,5,SPD
4870,Germany,female,18,5,GREENS
4871,Germany,female,10,5,SPD
4872,Germany,female,9,10,CDU
4873,Germany,male,16,2,CDU
4874,Germany,male,15,6,SPD
4875,Germany,female,14,2,GREENS
4876,Germany,female,4,1,GREENS
4877,Germany,female,18,2,CDU
4878,Germany,male,19,3,GREENS
4879,Germany,male,16,3,FDP
4880,Germany,male,11,7,SPD
4881,Germany,male,12,5,SPD
4882,Germany,male,20,2,CDU
4883,Germany,male,11,10,SPD
4884,Germany,male,13,10,GREENS
4885,Germany,male,16,6,CDU
4886,Germany,female,13,5,SPD
4887,Germany,female,13,2,TL
4888,Germany,male,15,5,CDU
4889,Germany,male,10,2,GREENS
4890,Germany,female,17,6,CDU
4891,Germany,male,12,2,CDU
4892,Germany,female,21,5,SPD
4893,Germany,female,17,5,TL
4894,Germany,male,14,2,GREENS
4895,Germany,male,8,4,SPD
4896,Germany,male,14,4,FDP
4897,Germany,female,17,5,SPD
4898,Germany,female,20,3,GREENS
4899,Germany,female,21,0,TL
4900,Germany,male,10,7,CDU
4901,Germany,female,10,10,SPD
4902,Germany,male,14,9,AFD
4903,Germany,male,16,3,FDP
4904,Germany,male,10,5,SPD
4905,Germany,male,13,8,CDU
4906,Germany,male,12,10,SPD
4907,Germany,female,14,5,SPD
4908,Germany,female,12,5,CDU
4909,Germany,male,14,3,SPD
4910,Germany,female,14,6,SPD
4911,Germany,male,12,4,SPD
4912,Germany,male,14,5,SPD
4913,Germany,male,17,5,SPD
4914,Germany,male,13,5,CDU
4915,Germany,male,18,2,CDU
4916,Germany,female,13,5,SPD
4917,Germany,female,25,3,SPD
4918,Germany,male,10,8,CDU
4919,Germany,male,11,8,CDU
4920,Germany,female,13,3,GREENS
4921,Germany,male,11,3,SPD
4922,Germany,female,14,4,CDU
4923,Germany,female,15,2,SPD
4924,Germany,male,19,2,GREENS
4925,Germany,female,18,4,SPD
4926,Germany,female,16,1,GREENS
4927,Germany,female,12,10,SPD
4928,Germany,male,8,6,FDP
4929,Germany,female,12,0,TL
4930,Germany,male,11,5,FDP
4931,Germany,male,12,8,AFD
4932,Germany,female,14,5,CDU
4933,Germany,male,4,7,FDP
4934,Germany,male,14,2,GREENS
4935,Germany,male,16,3,CDU
4936,Germany,male,18,1,GREENS
4937,Germany,female,19,3,GREENS
4938,Germany,female,8,3,CDU
4939,Germany,female,15,3,TL
4940,Germany,male,12,6,FDP
4941,Germany,male,13,2,CDU
4942,Germany,female,13,5,CDU
4943,Germany,female,4,5,CDU
4944,Germany,male,15,10,SPD
4945,Germany,male,13,5,CDU
4946,Germany,female,12,10,SPD
4947,Germany,female,19,4,SPD
4948,Germany,female,12,5,CDU
4949,Germany,male,17,3,FDP
4950,Germany,male,10,2,CDU
4951,Germany,female,16,2,FDP
4952,Germany,female,22,3,GREENS
4953,Germany,male,11,2,SPD
4954,Germany,female,4,2,SPD
4955,Germany,female,19,5,GREENS
4956,Germany,male,15,10,SPD
4957,Germany,female,12,10,SPD
4958,Germany,male,15,3,SPD
4959,Germany,female,12,5,CDU
4960,Germany,male,16,0,GREENS
4961,Germany,male,13,7,CDU
4962,Germany,male,12,3,SPD
4963,Germany,male,19,5,GREENS
4964,Germany,female,15,7,AFD
4965,Germany,male,18,2,SPD
4966,Germany,male,12,6,CDU
4967,Germany,male,11,5,CDU
4968,Germany,male,14,5,CDU
4969,Germany,male,11,5,AFD
4970,Germany,male,15,4,FDP
4971,Germany,male,23,0,GREENS
4972,Germany,female,13,5,SPD
4973,Germany,female,12,5,CDU
4974,Germany,female,16,5,SPD
4975,Germany,female,15,5,SPD
4976,Germany,female,20,5,SPD
4977,Germany,male,20,2,SPD
4978,Germany,female,11,5,CDU
4979,Germany,male,17,6,FDP
4980,Germany,female,20,0,SPD
4981,Germany,male,19,7,SPD
4982,Germany,female,15,5,GREENS
4983,Germany,male,20,5,SPD
4984,Germany,female,13,6,CDU
4985,Germany,female,17,4,SPD
4986,Germany,female,13,3,CDU
4987,Germany,male,4,10,AFD
4988,Germany,male,13,6,CDU
4989,Germany,female,16,0,SPD
4990,Germany,female,13,3,GREENS
4991,Germany,female,9,5,SPD
4992,Germany,female,17,2,SPD
4993,Germany,female,14,2,GREENS
4994,Germany,female,17,5,CDU
4995,Germany,female,15,3,SPD
4996,Germany,female,14,5,CDU
4997,Germany,female,13,5,CDU
4998,Germany,female,20,8,CDU
4999,Germany,female,14,6,SPD
5000,Germany,female,15,5,FDP
5001,Germany,female,17,5,CDU
5002,Germany,male,20,0,CDU
5003,Germany,female,12,9,SPD
5004,Germany,male,18,0,SPD
5005,Germany,female,15,6,SPD
5006,Germany,female,16,2,GREENS
5007,Germany,female,13,2,CDU
5008,Germany,female,18,5,GREENS
5009,Germany,male,11,5,CDU
5010,Germany,male,12,5,GREENS
5011,Germany,male,13,5,CDU
5012,Germany,female,18,2,SPD
5013,Germany,male,14,5,SPD
5014,Germany,female,14,6,SPD
5015,Germany,female,13,7,CDU
5016,Germany,female,19,2,CDU
5017,Germany,male,12,5,TL
5018,Germany,male,17,8,FDP
5019,Germany,female,19,1,GREENS
