RespondentID,Country,Gender,Years_Of_Education,Anti-immigrant_Attitudes,Voted_Party
11195,Greece,female,14,8,ND
11196,Greece,male,12,6,ND
11197,Greece,female,12,7,ND
11198,Greece,male,15,7,PSM
11199,Greece,female,9,3,CRL
11200,Greece,male,9,5,CRL
11201,Greece,female,17,7,ND
11202,Greece,male,6,8,CRL
11203,Greece,male,16,4,ND
11204,Greece,female,12,6,ND
11205,Greece,male,14,8,ND
11206,Greece,male,4,6,ND
11207,Greece,female,6,4,ND
11208,Greece,female,9,8,CRL
11209,Greece,male,16,8,CPG
11210,Greece,male,12,4,CRL
11211,Greece,female,14,5,PSM
11212,Greece,female,12,6,PSM
11213,Greece,female,6,5,CRL
11214,Greece,female,18,8,ND
11215,Greece,female,9,9,PSM
11216,Greece,male,12,3,CRL
11217,Greece,female,15,9,CRL
11218,Greece,female,9,7,PSM
11219,Greece,male,9,8,ND
11220,Greece,female,12,5,CRL
11221,Greece,female,15,0,ND
11222,Greece,female,5,7,ND
11223,Greece,male,6,7,CRL
11224,Greece,female,16,9,ND
11225,Greece,female,12,5,ND
11226,Greece,male,12,7,PSM
11227,Greece,male,18,5,ND
11228,Greece,male,15,4,ND
11229,Greece,female,12,9,CPG
11230,Greece,male,12,2,ND
11231,Greece,male,12,7,ND
11232,Greece,male,12,4,CRL
11233,Greece,male,12,5,PSM
11234,Greece,female,16,4,CRL
11235,Greece,male,16,7,CRL
11236,Greece,female,12,5,CRL
11237,Greece,male,12,5,PSM
11238,Greece,female,12,5,CRL
11239,Greece,female,14,6,ND
11240,Greece,female,12,7,ND
11241,Greece,male,8,10,ND
11242,Greece,male,15,5,CRL
11243,Greece,male,12,5,CRL
11244,Greece,male,15,10,ND
11245,Greece,female,6,6,ND
11246,Greece,male,6,10,ND
11247,Greece,female,14,2,ND
11248,Greece,male,18,7,ND
11249,Greece,female,18,6,ND
11250,Greece,male,16,6,ND
11251,Greece,male,12,4,PSM
11252,Greece,female,12,2,CPG
11253,Greece,male,12,2,ND
11254,Greece,male,17,5,CRL
11255,Greece,female,6,5,PSM
11256,Greece,male,12,5,ND
11257,Greece,male,6,2,ND
11258,Greece,male,9,5,ND
11259,Greece,female,6,8,ND
11260,Greece,male,12,7,PSM
11261,Greece,male,16,8,ND
11262,Greece,female,15,2,CRL
11263,Greece,female,6,5,ND
11264,Greece,female,12,5,PSM
11265,Greece,male,9,10,ND
11266,Greece,female,9,9,ND
11267,Greece,male,16,5,CRL
11268,Greece,male,12,8,PSM
11269,Greece,female,2,7,PSM
11270,Greece,male,9,5,ND
11271,Greece,female,16,4,ND
11272,Greece,female,6,5,ND
11273,Greece,female,9,4,CRL
11274,Greece,male,6,6,CPG
11275,Greece,male,9,3,CRL
11276,Greece,male,12,8,ND
11277,Greece,female,16,5,ND
11278,Greece,female,16,3,ND
11279,Greece,male,7,10,CPG
11280,Greece,male,9,7,PSM
11281,Greece,male,12,2,PSM
11282,Greece,female,6,7,ND
11283,Greece,female,12,7,ND
11284,Greece,male,15,2,CRL
11285,Greece,male,14,7,ND
11286,Greece,male,15,5,CRL
11287,Greece,female,12,5,CRL
11288,Greece,female,12,5,ND
11289,Greece,female,10,6,CRL
11290,Greece,female,16,8,CRL
11291,Greece,female,15,7,ND
11292,Greece,male,12,8,ND
11293,Greece,male,12,7,PSM
11294,Greece,male,15,9,ND
11295,Greece,male,12,9,ND
11296,Greece,male,12,6,ND
11297,Greece,female,19,8,CRL
11298,Greece,male,9,6,ND
11299,Greece,female,12,9,ND
11300,Greece,female,6,7,PSM
11301,Greece,male,12,6,ND
11302,Hungary,female,16,5,FMPP
11303,Hungary,female,8,6,FMPP
11304,Hungary,female,11,7,LMP
11305,Hungary,male,12,3,FMPP
11306,Hungary,male,11,5,FMPP
11307,Hungary,male,17,6,FMPP
11308,Hungary,female,16,4,JMM
11309,Hungary,female,9,5,MSZP
11310,Hungary,female,8,5,FMPP
11311,Hungary,female,12,4,JMM
11312,Hungary,male,11,7,FMPP
11313,Hungary,male,12,4,FMPP
11314,Hungary,female,12,8,FMPP
11315,Hungary,female,12,4,FMPP
11316,Hungary,female,8,8,FMPP
11317,Hungary,female,16,9,LMP
11318,Hungary,male,13,9,FMPP
11319,Hungary,female,11,4,JMM
11320,Hungary,female,16,7,FMPP
11321,Hungary,female,16,5,FMPP
11322,Hungary,female,17,4,MSZP
11323,Hungary,female,12,4,MSZP
11324,Hungary,male,23,6,FMPP
11325,Hungary,female,8,4,DK
11326,Hungary,female,11,6,KDNP
11327,Hungary,female,12,8,FMPP
11328,Hungary,female,11,5,JMM
11329,Hungary,female,10,9,FMPP
11330,Hungary,female,16,2,FMPP
11331,Hungary,female,11,4,FMPP
11332,Hungary,female,8,5,FMPP
11333,Hungary,female,8,10,FMPP
11334,Hungary,male,11,8,FMPP
11335,Hungary,female,12,4,DK
11336,Hungary,male,11,6,FMPP
11337,Hungary,female,16,5,DK
11338,Hungary,female,16,4,MSZP
11339,Hungary,female,12,8,JMM
11340,Hungary,male,16,5,FMPP
11341,Hungary,male,11,10,DK
11342,Hungary,male,12,5,DK
11343,Hungary,male,11,8,JMM
11344,Hungary,female,12,9,FMPP
11345,Hungary,male,11,5,FMPP
11346,Hungary,female,11,5,JMM
11347,Hungary,male,12,6,LMP
11348,Hungary,female,8,4,DK
11349,Hungary,female,12,7,FMPP
11350,Hungary,male,6,2,FMPP
11351,Hungary,female,12,8,DK
11352,Hungary,female,11,8,MSZP
11353,Hungary,female,12,5,MSZP
11354,Hungary,female,12,6,FMPP
11355,Hungary,female,16,4,DK
11356,Hungary,male,11,6,JMM
11357,Hungary,male,12,8,FMPP
11358,Hungary,female,16,10,FMPP
11359,Hungary,male,11,8,FMPP
11360,Hungary,female,16,7,MSZP
11361,Hungary,female,8,5,MSZP
11362,Hungary,female,12,6,FMPP
11363,Hungary,female,15,6,DK
11364,Hungary,male,11,6,JMM
11365,Hungary,female,11,6,JMM
11366,Hungary,female,8,6,FMPP
11367,Hungary,female,12,6,FMPP
11368,Hungary,male,8,2,FMPP
11369,Hungary,male,13,4,FMPP
11370,Hungary,male,11,5,JMM
11371,Hungary,female,11,5,MSZP
11372,Hungary,female,11,6,FMPP
11373,Hungary,male,8,2,FMPP
11374,Hungary,female,15,8,FMPP
11375,Hungary,female,11,5,JMM
11376,Hungary,female,12,4,JMM
11377,Hungary,male,17,5,FMPP
11378,Hungary,female,12,4,MSZP
11379,Hungary,male,11,5,FMPP
11380,Hungary,male,11,6,FMPP
11381,Hungary,female,12,5,FMPP
11382,Hungary,female,14,3,DK
11383,Hungary,male,8,6,FMPP
11384,Hungary,male,20,8,FMPP
11385,Hungary,female,12,4,FMPP
11386,Hungary,female,11,5,FMPP
11387,Hungary,female,12,3,FMPP
11388,Hungary,female,16,4,LMP
11389,Hungary,female,16,5,LMP
11390,Hungary,male,13,5,FMPP
11391,Hungary,female,17,5,FMPP
11392,Hungary,male,11,6,JMM
11393,Hungary,male,11,6,FMPP
11394,Hungary,male,11,5,FMPP
11395,Hungary,male,11,5,FMPP
11396,Hungary,male,8,7,FMPP
11397,Hungary,female,8,10,FMPP
11398,Hungary,female,12,8,FMPP
11399,Hungary,male,11,5,MSZP
11400,Hungary,female,14,8,DK
11401,Hungary,female,16,10,FMPP
11402,Hungary,female,11,5,MSZP
11403,Hungary,male,12,4,FMPP
11404,Hungary,female,17,5,DK
11405,Hungary,female,12,3,LMP
11406,Hungary,female,12,6,FMPP
11407,Hungary,male,8,5,DK
11408,Hungary,female,12,10,FMPP
11409,Hungary,female,8,8,MSZP
11410,Hungary,male,8,5,FMPP
11411,Hungary,male,10,0,FMPP
11412,Hungary,female,12,4,FMPP
11413,Hungary,female,12,2,FMPP
11414,Hungary,male,11,8,FMPP
11415,Hungary,female,11,6,JMM
11416,Hungary,male,12,6,FMPP
11417,Hungary,male,12,5,FMPP
11418,Hungary,female,10,4,FMPP
11419,Hungary,male,10,10,FMPP
11420,Hungary,male,13,7,JMM
11421,Hungary,female,12,5,KDNP
11422,Hungary,female,17,7,FMPP
11423,Hungary,female,13,4,FMPP
11424,Hungary,male,12,7,DK
11425,Hungary,female,17,5,FMPP
11426,Hungary,female,11,6,FMPP
11427,Hungary,female,8,9,FMPP
11428,Hungary,male,11,9,FMPP
11429,Hungary,male,8,8,FMPP
11430,Hungary,female,12,7,FMPP
11431,Hungary,female,11,5,FMPP
11432,Hungary,female,16,6,DK
11433,Hungary,female,12,7,FMPP
11434,Hungary,male,11,8,MSZP
11435,Hungary,female,13,4,FMPP
11436,Hungary,male,11,5,JMM
11437,Hungary,female,11,7,JMM
11438,Hungary,female,11,3,LMP
11439,Hungary,female,8,4,FMPP
11440,Hungary,female,8,7,LMP
11441,Hungary,female,12,6,DK
11442,Hungary,female,8,7,FMPP
11443,Hungary,female,12,6,MSZP
11444,Hungary,female,12,8,DK
11445,Hungary,male,8,6,JMM
11446,Hungary,female,12,4,FMPP
11447,Hungary,female,12,5,MSZP
11448,Hungary,female,12,6,FMPP
11449,Hungary,female,12,6,FMPP
11450,Hungary,male,11,8,FMPP
11451,Hungary,female,16,8,FMPP
11452,Hungary,female,12,9,FMPP
11453,Hungary,female,17,6,LMP
11454,Hungary,female,12,4,LMP
11455,Hungary,male,11,5,MSZP
11456,Hungary,female,18,3,DK
11457,Hungary,female,12,5,FMPP
11458,Hungary,female,14,5,FMPP
11459,Hungary,female,12,5,DK
11460,Hungary,male,11,9,FMPP
11461,Hungary,female,13,9,FMPP
11462,Hungary,male,15,2,FMPP
11463,Hungary,female,11,7,FMPP
11464,Hungary,female,16,4,JMM
11465,Hungary,male,14,2,FMPP
11466,Hungary,female,8,7,FMPP
11467,Hungary,female,11,5,MSZP
11468,Hungary,female,12,9,FMPP
11469,Hungary,male,11,5,FMPP
11470,Hungary,female,12,7,FMPP
11471,Hungary,female,16,5,FMPP
11472,Hungary,female,12,10,FMPP
11473,Hungary,female,8,4,MSZP
11474,Hungary,male,12,9,JMM
11475,Hungary,male,13,6,FMPP
11476,Hungary,female,8,5,FMPP
11477,Hungary,female,8,5,JMM
11478,Hungary,male,15,6,FMPP
11479,Hungary,male,15,5,FMPP
11480,Hungary,female,11,6,FMPP
11481,Hungary,female,12,10,DK
11482,Hungary,female,16,6,FMPP
11483,Hungary,male,11,5,MSZP
11484,Hungary,male,11,4,FMPP
11485,Hungary,male,10,3,JMM
11486,Hungary,male,11,9,FMPP
11487,Hungary,female,14,7,FMPP
11488,Hungary,female,14,3,LMP
11489,Hungary,male,15,7,FMPP
11490,Hungary,female,16,7,FMPP
11491,Hungary,female,15,5,FMPP
11492,Hungary,female,12,7,DK
11493,Hungary,male,12,5,FMPP
11494,Hungary,male,17,5,DK
11495,Hungary,female,12,2,FMPP
11496,Hungary,female,10,10,FMPP
11497,Hungary,female,11,5,FMPP
11498,Hungary,female,11,5,FMPP
11499,Hungary,female,11,6,FMPP
11500,Hungary,female,12,6,DK
11501,Hungary,female,10,7,FMPP
11502,Hungary,male,11,6,FMPP
11503,Hungary,female,11,5,MSZP
11504,Hungary,male,12,5,FMPP
11505,Hungary,female,11,3,MSZP
11506,Hungary,female,8,6,FMPP
11507,Hungary,female,12,7,JMM
11508,Hungary,male,16,5,FMPP
11509,Hungary,female,11,6,LMP
11510,Hungary,male,13,5,FMPP
11511,Hungary,female,15,5,FMPP
11512,Hungary,female,12,3,FMPP
11513,Hungary,female,16,5,FMPP
11514,Hungary,male,12,7,MSZP
11515,Hungary,female,8,5,FMPP
11516,Hungary,female,12,5,FMPP
11517,Hungary,female,8,9,JMM
11518,Hungary,female,16,5,FMPP
11519,Hungary,female,16,4,FMPP
11520,Hungary,female,11,5,DK
11521,Hungary,male,16,5,JMM
11522,Hungary,female,13,5,FMPP
11523,Hungary,female,11,10,MSZP
11524,Hungary,female,12,7,FMPP
11525,Hungary,female,8,7,FMPP
11526,Hungary,female,13,4,FMPP
11527,Hungary,female,13,5,FMPP
11528,Hungary,female,14,5,FMPP
11529,Hungary,female,12,5,FMPP
11530,Hungary,female,8,8,MSZP
11531,Hungary,male,12,3,JMM
11532,Hungary,female,12,7,LMP
11533,Hungary,male,14,4,FMPP
11534,Hungary,female,17,3,FMPP
11535,Hungary,female,17,5,FMPP
11536,Hungary,female,12,6,FMPP
11537,Hungary,female,8,6,FMPP
11538,Hungary,female,12,3,FMPP
11539,Hungary,female,8,7,DK
11540,Hungary,male,22,5,FMPP
11541,Hungary,female,12,5,KDNP
11542,Hungary,male,12,5,FMPP
11543,Hungary,male,12,8,FMPP
11544,Hungary,female,12,8,FMPP
11545,Hungary,female,10,5,JMM
11546,Hungary,male,11,7,FMPP
11547,Hungary,female,8,6,FMPP
11548,Hungary,male,12,4,FMPP
11549,Hungary,male,11,5,DK
11550,Hungary,female,8,7,FMPP
11551,Hungary,female,12,7,FMPP
11552,Hungary,male,17,8,JMM
11553,Hungary,female,12,5,FMPP
11554,Hungary,female,11,4,FMPP
11555,Hungary,male,8,6,FMPP
11556,Hungary,female,17,5,LMP
11557,Hungary,female,14,3,DK
11558,Hungary,female,12,5,DK
11559,Hungary,female,18,4,FMPP
11560,Hungary,female,12,5,FMPP
11561,Hungary,female,8,4,FMPP
11562,Hungary,female,12,4,LMP
11563,Hungary,female,16,9,FMPP
11564,Hungary,male,23,5,DK
11565,Hungary,male,8,7,FMPP
11566,Hungary,female,11,8,LMP
11567,Hungary,female,12,3,DK
11568,Hungary,female,11,5,JMM
11569,Hungary,male,11,5,FMPP
11570,Hungary,male,7,5,JMM
11571,Hungary,female,8,8,FMPP
11572,Hungary,male,20,5,FMPP
11573,Hungary,female,17,5,DK
11574,Hungary,female,8,5,FMPP
11575,Hungary,male,15,4,JMM
11576,Hungary,female,13,10,FMPP
11577,Hungary,female,16,7,FMPP
11578,Hungary,male,11,7,FMPP
11579,Hungary,female,16,5,FMPP
11580,Hungary,female,12,6,DK
11581,Hungary,male,16,4,FMPP
11582,Hungary,female,8,7,FMPP
11583,Hungary,male,11,5,DK
11584,Hungary,male,11,8,FMPP
11585,Hungary,female,8,7,FMPP
11586,Hungary,male,12,5,FMPP
11587,Hungary,female,8,6,FMPP
11588,Hungary,female,8,10,FMPP
11589,Hungary,male,11,8,FMPP
11590,Hungary,male,11,5,FMPP
11591,Hungary,male,12,7,FMPP
11592,Hungary,male,12,7,FMPP
11593,Hungary,male,11,6,MSZP
11594,Hungary,female,11,10,FMPP
11595,Hungary,male,11,3,FMPP
11596,Hungary,female,10,4,FMPP
11597,Hungary,male,14,7,MSZP
11598,Hungary,male,11,8,FMPP
11599,Hungary,female,8,4,JMM
11600,Hungary,male,11,10,FMPP
11601,Hungary,female,11,9,FMPP
11602,Hungary,male,16,7,DK
11603,Hungary,female,12,5,FMPP
11604,Hungary,male,11,4,DK
11605,Hungary,female,20,5,FMPP
11606,Hungary,female,12,5,LMP
11607,Hungary,male,12,2,JMM
11608,Hungary,female,13,4,MSZP
11609,Hungary,female,16,9,FMPP
11610,Hungary,male,12,7,FMPP
11611,Hungary,male,18,5,FMPP
11612,Hungary,female,12,8,FMPP
11613,Hungary,female,16,3,LMP
11614,Hungary,male,11,9,JMM
11615,Hungary,female,11,7,JMM
11616,Hungary,female,11,7,FMPP
11617,Hungary,female,10,7,FMPP
11618,Hungary,female,11,3,FMPP
11619,Hungary,female,11,3,FMPP
11620,Hungary,male,11,0,LMP
11621,Hungary,male,12,9,FMPP
11622,Hungary,female,16,7,MSZP
11623,Hungary,female,12,8,DK
11624,Hungary,female,11,8,FMPP
11625,Hungary,male,12,7,DK
11626,Hungary,female,12,5,JMM
11627,Hungary,male,11,8,JMM
11628,Hungary,female,10,5,LMP
11629,Hungary,male,8,7,FMPP
11630,Hungary,male,11,5,FMPP
11631,Hungary,male,12,5,DK
11632,Hungary,male,11,6,FMPP
11633,Hungary,male,12,5,FMPP
11634,Hungary,female,12,9,FMPP
11635,Hungary,female,8,8,FMPP
11636,Hungary,male,11,9,LMP
11637,Hungary,female,8,5,DK
11638,Hungary,female,16,10,LMP
11639,Hungary,female,8,9,MSZP
11640,Hungary,female,12,8,FMPP
11641,Hungary,male,12,7,FMPP
11642,Hungary,male,11,6,FMPP
11643,Hungary,male,11,7,JMM
11644,Hungary,male,11,4,FMPP
11645,Hungary,female,9,3,FMPP
11646,Hungary,male,12,5,FMPP
11647,Hungary,female,14,10,FMPP
11648,Hungary,female,11,6,FMPP
11649,Hungary,male,12,5,FMPP
11650,Hungary,female,15,6,DK
11651,Hungary,male,13,5,FMPP
11652,Hungary,female,13,5,FMPP
11653,Hungary,male,13,6,JMM
11654,Hungary,female,11,6,FMPP
11655,Hungary,female,16,4,MSZP
11656,Hungary,female,18,10,FMPP
11657,Hungary,male,16,5,FMPP
11658,Hungary,female,12,4,JMM
11659,Hungary,female,12,6,DK
11660,Hungary,female,16,4,DK
11661,Hungary,female,16,8,MSZP
11662,Hungary,female,12,7,FMPP
11663,Hungary,male,12,5,MSZP
11664,Hungary,male,15,5,FMPP
11665,Hungary,female,16,7,FMPP
11666,Hungary,female,12,5,MSZP
11667,Hungary,female,6,10,FMPP
11668,Hungary,female,4,7,FMPP
11669,Hungary,female,6,10,FMPP
11670,Hungary,male,17,4,FMPP
11671,Hungary,male,11,8,FMPP
11672,Hungary,female,8,4,KDNP
11673,Hungary,female,11,7,FMPP
11674,Hungary,female,11,5,JMM
11675,Hungary,female,11,4,MSZP
11676,Hungary,female,10,8,FMPP
11677,Hungary,female,12,6,DK
11678,Hungary,male,12,5,JMM
11679,Hungary,male,23,5,KDNP
11680,Hungary,female,12,6,DK
11681,Hungary,female,18,5,MSZP
11682,Hungary,male,11,4,FMPP
11683,Hungary,female,12,8,FMPP
11684,Hungary,female,19,10,JMM
11685,Hungary,female,12,7,FMPP
11686,Hungary,female,10,8,DK
11687,Hungary,male,11,5,DK
11688,Hungary,female,14,6,DK
11689,Hungary,male,10,5,LMP
11690,Hungary,male,11,4,JMM
11691,Hungary,female,8,3,FMPP
11692,Hungary,male,12,10,FMPP
11693,Hungary,female,13,6,JMM
11694,Hungary,female,11,5,DK
11695,Hungary,female,11,9,FMPP
11696,Hungary,female,11,4,FMPP
11697,Hungary,male,9,4,FMPP
11698,Hungary,female,12,9,LMP
11699,Hungary,male,9,9,FMPP
11700,Hungary,male,11,4,FMPP
11701,Hungary,female,12,7,JMM
11702,Hungary,female,8,2,FMPP
11703,Hungary,female,17,5,MSZP
11704,Hungary,male,11,7,FMPP
11705,Hungary,female,12,6,JMM
11706,Hungary,female,10,10,FMPP
11707,Hungary,female,16,4,JMM
11708,Hungary,female,12,3,FMPP
11709,Hungary,female,12,6,FMPP
11710,Hungary,female,11,5,DK
11711,Hungary,female,16,6,DK
11712,Hungary,male,12,2,MSZP
11713,Hungary,female,11,4,MSZP
11714,Hungary,female,12,7,JMM
11715,Hungary,female,12,5,FMPP
11716,Hungary,female,13,7,FMPP
11717,Hungary,male,11,6,FMPP
11718,Hungary,female,12,10,FMPP
11719,Hungary,female,12,10,JMM
11720,Hungary,male,11,5,JMM
11721,Hungary,male,16,8,DK
11722,Hungary,male,10,7,MSZP
11723,Hungary,female,12,8,FMPP
11724,Hungary,female,17,5,FMPP
11725,Hungary,female,11,7,FMPP
11726,Hungary,male,15,5,FMPP
11727,Hungary,female,12,5,FMPP
11728,Hungary,female,11,5,DK
11729,Hungary,female,14,6,FMPP
11730,Hungary,male,11,2,JMM
11731,Hungary,female,14,4,MSZP
11732,Hungary,female,12,9,FMPP
11733,Hungary,male,12,10,FMPP
11734,Hungary,female,8,6,FMPP
11735,Hungary,female,12,4,LMP
11736,Hungary,female,11,5,MSZP
11737,Hungary,male,12,6,FMPP
11738,Hungary,female,12,5,LMP
11739,Hungary,male,12,6,FMPP
11740,Hungary,female,12,5,FMPP
11741,Hungary,female,12,5,DK
11742,Hungary,male,12,8,FMPP
11743,Hungary,male,17,5,MSZP
11744,Hungary,female,11,5,FMPP
11745,Hungary,male,14,8,FMPP
11746,Hungary,female,18,3,FMPP
11747,Hungary,male,23,5,FMPP
11748,Hungary,female,12,9,JMM
11749,Hungary,male,11,5,FMPP
11750,Hungary,female,4,2,FMPP
11751,Hungary,male,8,8,FMPP
11752,Hungary,male,11,4,DK
11753,Hungary,female,12,5,MSZP
11754,Hungary,female,12,4,FMPP
11755,Hungary,male,12,10,JMM
11756,Hungary,male,17,1,FMPP
11757,Hungary,female,10,5,FMPP
11758,Hungary,female,6,9,FMPP
11759,Hungary,female,12,6,FMPP
11760,Hungary,male,12,5,DK
11761,Hungary,female,12,7,JMM
11762,Hungary,female,12,8,FMPP
11763,Hungary,female,16,7,JMM
11764,Hungary,female,8,8,FMPP
11765,Hungary,female,12,6,FMPP
11766,Hungary,male,13,7,LMP
11767,Hungary,female,16,10,FMPP
11768,Hungary,female,10,5,FMPP
11769,Hungary,female,11,7,DK
11770,Hungary,female,14,6,DK
11771,Hungary,female,12,3,FMPP
11772,Hungary,female,8,6,FMPP
11773,Hungary,male,16,9,FMPP
11774,Hungary,female,18,3,FMPP
11775,Hungary,female,8,5,DK
11776,Hungary,male,12,5,LMP
11777,Hungary,male,8,5,FMPP
11778,Hungary,male,11,7,JMM
11779,Hungary,female,17,5,FMPP
11780,Hungary,male,12,10,FMPP
11781,Hungary,male,11,5,MSZP
11782,Hungary,male,13,3,FMPP
11783,Hungary,male,10,7,FMPP
11784,Hungary,female,16,5,FMPP
11785,Hungary,female,12,4,DK
11786,Hungary,female,11,5,DK
11787,Hungary,female,20,5,FMPP
11788,Hungary,female,16,6,KDNP
11789,Hungary,male,7,5,FMPP
11790,Hungary,female,13,10,JMM
11791,Hungary,female,11,7,FMPP
11792,Hungary,female,17,9,LMP
11793,Hungary,female,12,5,FMPP
11794,Hungary,female,18,5,FMPP
11795,Hungary,male,12,5,JMM
11796,Hungary,female,14,9,FMPP
11797,Hungary,male,11,6,FMPP
11798,Hungary,male,15,5,FMPP
11799,Hungary,female,12,6,FMPP
11800,Hungary,female,16,4,DK
11801,Hungary,female,12,7,LMP
11802,Hungary,female,12,5,FMPP
11803,Hungary,female,15,5,MSZP
11804,Hungary,male,13,8,JMM
11805,Hungary,male,12,6,DK
11806,Hungary,female,12,5,FMPP
11807,Hungary,female,12,7,DK
11808,Hungary,female,10,10,FMPP
11809,Hungary,male,8,7,FMPP
11810,Hungary,female,12,1,JMM
11811,Hungary,female,12,6,FMPP
11812,Hungary,male,14,5,FMPP
11813,Hungary,female,12,8,FMPP
11814,Hungary,female,11,5,FMPP
11815,Hungary,male,12,6,MSZP
11816,Hungary,male,11,4,FMPP
11817,Hungary,male,11,10,FMPP
11818,Hungary,male,12,7,JMM
11819,Hungary,female,12,5,DK
11820,Hungary,female,12,6,FMPP
11821,Hungary,female,12,5,JMM
11822,Hungary,female,16,5,JMM
11823,Hungary,male,12,7,JMM
11824,Hungary,female,8,5,FMPP
11825,Hungary,female,12,8,FMPP
11826,Hungary,female,11,9,DK
11827,Hungary,female,8,5,MSZP
11828,Hungary,female,16,5,DK
11829,Hungary,male,8,9,DK
11830,Hungary,male,13,5,FMPP
11831,Hungary,male,8,2,FMPP
11832,Hungary,female,11,7,FMPP
11833,Hungary,female,8,6,FMPP
11834,Hungary,female,13,5,FMPP
11835,Hungary,male,11,6,JMM
11836,Hungary,male,12,6,MSZP
11837,Hungary,male,10,5,FMPP
11838,Hungary,female,8,5,FMPP
11839,Hungary,female,12,6,FMPP
11840,Hungary,female,12,5,JMM
11841,Hungary,male,16,5,LMP
11842,Hungary,female,11,9,JMM
11843,Hungary,male,11,3,FMPP
11844,Hungary,female,7,8,FMPP
11845,Hungary,male,13,6,JMM
11846,Hungary,male,13,5,DK
11847,Hungary,female,16,4,FMPP
11848,Hungary,female,15,7,JMM
11849,Hungary,female,11,5,FMPP
11850,Hungary,female,12,10,FMPP
11851,Hungary,male,8,4,FMPP
11852,Hungary,male,17,7,FMPP
11853,Hungary,female,11,7,FMPP
11854,Hungary,male,12,5,DK
11855,Hungary,male,16,8,JMM
11856,Hungary,female,16,5,JMM
11857,Hungary,female,16,1,FMPP
11858,Hungary,female,14,5,MSZP
11859,Hungary,male,12,6,FMPP
11860,Hungary,female,11,5,JMM
11861,Hungary,female,11,6,DK
11862,Hungary,female,11,3,JMM
11863,Hungary,male,13,5,FMPP
11864,Hungary,female,15,8,FMPP
11865,Hungary,female,12,5,DK
11866,Hungary,male,16,5,JMM
11867,Hungary,female,8,7,FMPP
11868,Hungary,female,12,8,FMPP
11869,Hungary,male,18,5,JMM
11870,Hungary,male,12,8,JMM
11871,Hungary,female,11,7,FMPP
11872,Hungary,male,12,7,JMM
11873,Hungary,male,11,7,JMM
11874,Hungary,male,10,5,JMM
11875,Hungary,male,12,5,MSZP
11876,Hungary,male,15,5,MSZP
11877,Hungary,female,12,8,LMP
11878,Hungary,male,11,4,FMPP
11879,Hungary,male,13,5,MSZP
11880,Hungary,female,12,5,JMM
11881,Hungary,female,12,7,FMPP
11882,Hungary,male,12,6,FMPP
11883,Hungary,female,12,4,DK
11884,Hungary,male,14,6,FMPP
11885,Hungary,female,13,4,LMP
11886,Hungary,male,13,5,FMPP
11887,Hungary,female,12,6,FMPP
11888,Hungary,female,11,5,DK
11889,Hungary,male,14,5,DK
11890,Hungary,male,15,3,MSZP
11891,Hungary,female,11,8,FMPP
11892,Hungary,female,13,6,FMPP
11893,Hungary,female,11,7,FMPP
11894,Hungary,female,11,6,FMPP
11895,Hungary,female,11,6,FMPP
11896,Hungary,female,12,3,FMPP
11897,Hungary,female,12,5,DK
11898,Hungary,female,12,6,FMPP
11899,Hungary,male,8,10,FMPP
11900,Hungary,female,12,8,JMM
11901,Hungary,male,11,5,FMPP
11902,Hungary,male,12,7,FMPP
11903,Hungary,female,17,7,FMPP
11904,Hungary,male,8,8,FMPP
11905,Hungary,male,11,7,FMPP
11906,Hungary,female,18,4,FMPP
11907,Hungary,female,12,5,DK
11908,Hungary,male,11,6,FMPP
11909,Hungary,male,12,4,FMPP
11910,Hungary,female,6,4,DK
11911,Hungary,female,8,10,FMPP
11912,Hungary,male,11,7,FMPP
11913,Hungary,male,11,6,DK
11914,Hungary,male,9,6,DK
11915,Hungary,female,11,6,LMP
11916,Hungary,female,16,5,DK
11917,Hungary,male,18,5,JMM
11918,Hungary,female,12,5,LMP
11919,Hungary,female,12,5,MSZP
11920,Hungary,male,11,10,FMPP
11921,Hungary,female,12,9,JMM
11922,Hungary,female,12,6,MSZP
11923,Hungary,male,11,5,FMPP
11924,Hungary,female,14,5,FMPP
11925,Hungary,male,8,10,FMPP
11926,Hungary,male,12,5,JMM
11927,Hungary,female,12,6,FMPP
11928,Hungary,female,8,5,FMPP
11929,Hungary,female,8,8,FMPP
11930,Hungary,female,14,5,KDNP
11931,Hungary,female,17,6,FMPP
11932,Hungary,male,8,7,FMPP
11933,Hungary,female,17,5,JMM
11934,Hungary,male,22,7,FMPP
11935,Hungary,male,20,5,FMPP
11936,Hungary,female,11,5,MSZP
11937,Hungary,female,16,8,JMM
11938,Hungary,female,22,8,FMPP
11939,Hungary,female,13,6,FMPP
11940,Hungary,female,12,9,JMM
11941,Hungary,male,17,8,JMM
11942,Hungary,male,16,6,FMPP
11943,Hungary,female,15,5,FMPP
11944,Hungary,male,9,6,JMM
11945,Hungary,female,11,3,FMPP
11946,Hungary,female,8,8,FMPP
11947,Hungary,female,11,3,FMPP
11948,Hungary,female,6,4,JMM
11949,Hungary,female,11,8,DK
11950,Hungary,female,11,7,FMPP
11951,Hungary,male,12,4,FMPP
11952,Hungary,male,11,6,FMPP
11953,Hungary,female,8,4,FMPP
11954,Hungary,female,11,5,FMPP
11955,Hungary,female,12,7,DK
11956,Hungary,female,12,8,LMP
11957,Hungary,female,18,6,FMPP
11958,Hungary,female,11,6,MSZP
